Login Timestamp,User ID,IP Address,Country,Region,City,Browser Name and Version,Device Type,Login Successful
57:42.4,5.17E+18,10.0.77.132,NO,Oslo County,Oslo,Android 2.0.0.2442,mobile,TRUE
57:44.7,4.02E+18,81.166.133.4,NO,Rogaland,Stavanger,Firefox 20.0.0.1673,mobile,TRUE
57:46.1,-4.32E+18,185.152.32.139,NO,-,-,Chrome 90.0.4411,desktop,FALSE
57:46.1,-2.91E+18,92.221.222.27,NO,Vestland,Rong,Chrome Mobile WebView 80.0.3987,mobile,FALSE
57:46.3,-3.85E+18,10.2.146.231,DE,Bavaria,Munich,Firefox 20.0.0.1618,mobile,TRUE
57:46.9,-4.32E+18,23.137.224.204,US,-,-,Chrome Mobile WebView 81.0.4044,mobile,FALSE
57:47.3,5.17E+18,23.137.224.78,US,-,-,Iron 66.0.3450.1111,mobile,FALSE
57:47.8,-4.32E+18,80.232.10.25,NO,Oslo County,Oslo,Android 2.3.3.2672,mobile,FALSE
57:48.4,-4.96E+18,10.0.77.159,NO,-,-,Edge 81.0.416,desktop,TRUE
57:49.6,-4.32E+18,170.39.79.13,US,-,-,Chrome Mobile 49.0.2623,mobile,FALSE
57:51.9,-4.32E+18,146.120.169.219,UA,Ternopil Oblast,Monastyryska,Firefox 20.0.0.1618,mobile,FALSE
57:52.2,-4.32E+18,31.185.24.154,NO,Viken,Gjerdrum,Android 2.3.3.2672,mobile,FALSE
57:52.4,-4.32E+18,92.220.74.181,NO,Vestland,Bergen,Firefox 20.0.0.1673,mobile,FALSE
57:52.8,6.90E+18,92.221.58.153,NO,Rogaland,Varhaug,Android 2.3.3.2672,mobile,TRUE
57:53.8,-3.03E+18,79.161.217.78,NO,Vestfold og Telemark,Tønsberg,Edge 81.0.416,desktop,TRUE
57:54.3,6.71E+18,10.0.70.37,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
57:54.8,2.90E+18,212.16.120.139,FI,-,-,Android 2.3.3.2672,mobile,TRUE
57:54.8,-4.32E+18,10.0.181.184,AR,Cordoba,Santa Eufemia,Chrome 84.0.4147.338.339,desktop,FALSE
57:55.4,5.95E+18,139.164.186.1,NO,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
57:55.4,-5.40E+18,170.39.79.168,US,-,-,Chrome Mobile 81.0.4044.2917.2918,mobile,FALSE
57:55.5,-4.32E+18,209.236.117.233,US,-,-,Chrome Mobile 81.0.4044.1943,mobile,FALSE
57:55.8,-4.32E+18,74.120.4.4,CA,Manitoba,Arborg,Chrome Mobile WebView 80.0.3987,mobile,FALSE
57:56.1,-4.32E+18,38.135.39.144,US,-,-,Firefox Mobile 48.0.0.3128.3131,mobile,FALSE
57:56.7,8.12E+18,187.62.54.140,BR,Parana,Londrina,Chrome 79.0.3945.192.203,desktop,TRUE
57:57.5,1.31E+18,46.212.197.7,NO,Viken,Skjetten,Chrome 86.0.4202,desktop,TRUE
57:57.9,8.32E+18,103.137.37.198,ID,-,-,Chrome 73.0.3654,desktop,TRUE
57:59.0,-4.32E+18,103.250.152.145,IN,Gujarat,Godhra,Chrome Mobile WebView 80.0.3987,mobile,FALSE
57:59.6,-6.79E+16,95.169.44.23,NO,Innlandet,Slastad,Chrome 69.0.3497.17.19,desktop,TRUE
57:59.9,-4.32E+18,103.52.172.17,CN,-,-,Firefox 20.0.0.1618,mobile,FALSE
58:00.0,-8.99E+18,84.48.76.62,NO,-,-,Chrome 72.0.3626.56,desktop,TRUE
58:00.2,-9.18E+18,84.208.13.55,NO,Oslo County,Oslo,Chrome 90.0.4411,desktop,TRUE
58:00.8,2.68E+17,10.0.77.226,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
58:01.2,-9.09E+18,51.174.91.221,NO,Rogaland,Algard,Chrome 69.0.3497.17.19,desktop,TRUE
58:01.4,8.27E+18,213.162.251.36,NO,-,-,Chrome 88.0.4323,desktop,TRUE
58:01.7,1.71E+18,78.91.114.226,NO,Trøndelag,Trondheim,Chrome 69.0.3497.17.19,desktop,TRUE
58:02.1,-4.32E+18,158.248.169.214,NO,-,-,Chrome Mobile WebView 80.0.3987,mobile,FALSE
58:03.0,4.56E+18,138.59.112.12,BR,Bahia,Feira de Santana,Chrome 69.0.3497.17.19,desktop,TRUE
58:03.0,2.08E+18,95.81.148.229,FR,-,-,Opera Mini 19.0.2254,mobile,TRUE
58:04.7,-9.10E+18,139.164.240.147,NO,Viken,Drammen,Chrome Mobile WebView 87.0.4280.2259,tablet,TRUE
58:05.6,-4.32E+18,51.174.99.209,NO,Rogaland,Stavanger,Chrome Mobile WebView 87.0.4280.2259,tablet,FALSE
58:06.0,-3.24E+18,170.39.78.177,US,-,-,Chrome Mobile 81.0.4044.1931,mobile,FALSE
58:07.1,-7.88E+17,156.52.54.27,NO,Viken,Gressvik,Chrome 85.0.4163,desktop,TRUE
58:07.6,7.85E+17,80.239.34.147,NO,Rogaland,Bryne,Chrome 69.0.3497.17.19,desktop,TRUE
58:08.1,1.01E+18,78.91.150.175,NO,-,-,Android 2.3.3.2672,mobile,FALSE
58:08.3,-4.18E+18,10.0.113.41,NO,Oslo County,Oslo,Chrome 69.0.3497.17.27,desktop,TRUE
58:09.4,4.36E+18,185.161.200.171,DE,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
58:11.6,1.99E+18,185.19.118.97,PL,Lódz Voivodeship,Reczno,Chrome Mobile 81.0.4044.1943,mobile,TRUE
58:14.7,-4.32E+18,103.119.120.142,IN,Uttarakhand,Khatima,Chrome Mobile WebView 85.0.4183,mobile,FALSE
58:16.2,-4.32E+18,92.220.74.181,NO,Vestland,Bergen,Firefox 20.0.0.1673,mobile,FALSE
58:16.4,3.57E+16,158.149.28.42,NO,-,-,Android 2.3.3.2672,mobile,TRUE
58:17.4,5.42E+18,10.2.187.9,NO,Oslo County,Oslo,Chrome 72.0.3626.76,desktop,TRUE
58:17.8,-4.32E+18,103.52.172.17,CN,-,-,Firefox 20.0.0.1618,mobile,FALSE
58:17.8,-4.32E+18,23.137.224.111,US,-,-,Chrome Mobile 81.0.4044.1971,mobile,FALSE
58:18.4,-3.48E+18,152.93.58.177,NO,-,-,Firefox 20.0.0.1727,mobile,TRUE
58:18.6,7.05E+18,84.209.199.133,NO,Viken,Finstadjordet,Chrome 86.0.4202,desktop,TRUE
58:19.4,-4.32E+18,10.0.160.153,NO,-,-,Opera 65.0.3467,desktop,FALSE
58:19.6,-3.14E+18,185.103.180.49,ES,Catalonia,Alcarras,Chrome 86.0.4240.378.385,desktop,TRUE
58:21.4,4.25E+18,170.39.78.209,US,-,-,Firefox Mobile 48.0.0.3128.3143,mobile,TRUE
58:23.2,-8.67E+18,91.219.112.105,PL,Lesser Poland,Krakow,Chrome Mobile WebView 85.0.4183,mobile,FALSE
58:24.6,-3.48E+18,152.93.58.177,NO,-,-,Firefox 20.0.0.1727,mobile,FALSE
58:24.7,-4.32E+18,10.0.3.150,ID,North Sumatra,Perdagangan,Other ,bot,FALSE
58:25.1,-4.32E+18,170.39.76.129,US,-,-,Chrome Mobile 48.0.2564,mobile,FALSE
58:25.9,-1.71E+18,103.198.70.23,MY,-,-,Firefox 20.0.0.1727,mobile,TRUE
58:26.2,6.81E+18,92.220.131.45,NO,Vestland,Stord,Chrome 69.0.3497.17.19,desktop,TRUE
58:27.1,4.25E+18,170.39.78.209,US,-,-,Firefox Mobile 48.0.0.3128.3143,mobile,TRUE
58:27.5,-1.18E+18,10.0.77.226,NO,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
58:27.9,2.71E+18,84.209.208.86,NO,Viken,Finstadjordet,Android 2.3.3.2672,mobile,TRUE
58:28.7,-4.59E+18,152.93.64.110,NO,Rogaland,Jorpeland,Chrome 69.0.3497.17.19,desktop,TRUE
58:29.1,-4.29E+18,10.1.29.105,NO,Oslo County,Oslo,Chrome 90.0.4411,desktop,FALSE
58:29.4,2.68E+18,10.0.75.129,NO,-,-,Android 2.3.3.2672,mobile,FALSE
58:30.3,-4.32E+18,91.227.122.6,PL,-,-,Chrome 69.0.3497.17.28,desktop,FALSE
58:30.7,6.80E+18,80.211.254.146,PL,Mazovia,Warsaw,Chrome Mobile 81.0.4044.1950,mobile,TRUE
58:31.6,-6.04E+18,209.236.123.126,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
58:32.7,-4.32E+18,170.39.77.147,US,-,-,Snapchat 11.8.1,mobile,FALSE
58:33.5,6.67E+18,185.226.150.99,NO,-,-,Opera Mobile 52.1.2254,mobile,TRUE
58:35.1,-4.32E+18,199.26.84.163,US,-,-,Chrome Mobile WebView 81.0.4044,mobile,FALSE
58:36.4,-7.35E+18,10.0.11.233,NO,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
58:38.5,-6.67E+18,170.39.76.177,US,-,-,Firefox 20.0.0.1722,mobile,FALSE
58:39.3,-4.32E+18,95.81.137.249,FR,-,-,Chrome 90.0.4411,desktop,FALSE
58:40.0,-1.31E+18,46.212.172.141,NO,Viken,Strommen,Chrome 69.0.3497.17.19,desktop,TRUE
58:41.3,9.31E+17,10.0.0.7,US,Utah,Veyo,Firefox 20.0.0.1618,mobile,FALSE
58:41.7,-2.39E+18,10.0.64.19,NO,Oslo County,Oslo,Edge 81.0.416,desktop,TRUE
58:42.4,-1.79E+17,37.97.26.111,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
58:43.7,-1.34E+18,116.206.164.123,PK,Punjab,Lahore,Chrome Mobile WebView 85.0.4183,mobile,TRUE
58:44.8,-4.32E+18,10.0.68.244,NO,Innlandet,Raufoss,Firefox 20.0.0.1618,mobile,FALSE
58:44.9,4.25E+18,170.39.78.209,US,-,-,Firefox Mobile 48.0.0.3128.3143,mobile,TRUE
58:45.2,-3.85E+18,10.2.146.231,DE,Bavaria,Munich,Firefox 20.0.0.1618,mobile,TRUE
58:46.7,1.92E+18,51.175.247.9,NO,Vestfold og Telemark,Langesund,Chrome 79.0.3945.192.203,desktop,TRUE
58:47.9,-6.61E+18,170.39.76.237,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
58:49.6,1.99E+18,185.19.118.97,PL,Lódz Voivodeship,Reczno,Chrome Mobile 81.0.4044.1943,mobile,TRUE
58:49.7,-5.90E+18,23.137.225.140,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
58:50.1,-4.32E+18,170.39.78.209,US,-,-,Firefox Mobile 48.0.0.3128.3143,mobile,FALSE
58:50.5,-1.71E+18,103.198.70.23,MY,-,-,Firefox 20.0.0.1727,mobile,TRUE
58:50.7,-8.54E+18,10.2.187.66,NO,Oslo County,Oslo,Firefox 20.0.0.1618,mobile,TRUE
58:51.4,-4.62E+18,10.0.56.202,NO,Vestfold og Telemark,Andebu,Android 2.3.3.2672,mobile,TRUE
58:52.1,-3.84E+18,80.69.193.38,DE,Hesse,Meinhard,Chrome Mobile WebView 85.0.4183,mobile,TRUE
58:52.2,-7.51E+18,87.248.21.102,NO,Innlandet,Lillehammer,Opera Mobile 52.1.2254,mobile,TRUE
58:52.7,2.05E+18,10.0.77.194,NO,Nordland,Storforshei,Chrome 88.0.4323,desktop,TRUE
58:53.1,-4.32E+18,37.247.209.241,PL,Mazovia,Warsaw,Chrome Mobile 81.0.4044.2000,mobile,FALSE
58:53.5,-6.05E+18,10.0.55.127,NO,-,-,Android 2.3.3.2672,mobile,TRUE
58:53.8,-4.32E+18,66.68.10.18,US,Texas,Cedar Park,MiuiBrowser 12.6.5,mobile,FALSE
58:53.9,6.27E+18,79.161.64.232,NO,Rogaland,Haugesund,Opera Mini 20.0.2254,tablet,TRUE
58:54.2,-2.92E+18,23.137.225.194,US,-,-,Chrome Mobile WebView 81.0.4044,mobile,TRUE
58:54.8,-4.32E+18,212.88.152.171,DE,Saarland,Sankt Ingbert,Chrome Mobile WebView 87.0.4280,mobile,FALSE
58:55.4,6.47E+18,5.206.192.6,DK,South Denmark,Holsted,Chrome 69.0.3497.17.19,desktop,TRUE
58:56.8,2.21E+18,38.135.39.46,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
58:57.3,-4.32E+18,185.19.118.172,PL,Lódz Voivodeship,Reczno,Chrome Mobile 48.0.2564,mobile,FALSE
58:58.3,6.85E+17,10.0.71.58,NO,Trøndelag,Snillfjord,Chrome Mobile WebView 85.0.4183,mobile,TRUE
59:01.1,1.15E+18,168.194.36.11,IL,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
59:01.7,-7.84E+18,139.164.196.66,NO,-,-,Firefox 20.0.0.1618,mobile,FALSE
59:02.7,-3.64E+18,81.166.27.111,NO,Vestfold og Telemark,Sandefjord,Chrome 69.0.3497.17.19,desktop,TRUE
59:03.6,-4.32E+18,80.232.106.254,NO,Oslo County,Oslo,Chrome Mobile WebView 85.0.4183,mobile,FALSE
59:04.4,-6.92E+18,92.221.253.218,NO,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
59:05.6,2.90E+18,209.236.117.104,US,-,-,Chrome Mobile 80.0.3987,mobile,TRUE
59:06.3,-4.32E+18,77.87.199.178,UA,-,-,Firefox 20.0.0.1618,mobile,FALSE
59:06.5,-1.34E+18,116.206.164.123,PK,Punjab,Lahore,Chrome Mobile WebView 85.0.4183,mobile,TRUE
59:08.5,-8.99E+18,10.0.116.190,NO,Trøndelag,Hamarvik,Chrome 69.0.3497.17.19,desktop,TRUE
59:08.6,-4.32E+18,185.124.113.248,IR,-,-,Firefox 20.0.0.1618,mobile,FALSE
59:08.8,1.35E+18,170.39.76.12,US,-,-,Chrome Mobile 49.0.2623,mobile,TRUE
59:10.3,7.94E+18,152.93.37.35,NO,-,-,Android 2.3.3.2672,mobile,TRUE
59:11.1,-5.47E+17,10.0.77.94,NO,Viken,Yven,Chrome 69.0.3497.17.19,desktop,TRUE
59:11.8,-8.08E+17,78.91.114.111,NO,Trøndelag,Trondheim,Android 2.3.3.2672,mobile,TRUE
59:11.8,-1.71E+18,103.198.70.23,MY,-,-,Firefox 20.0.0.1727,mobile,TRUE
59:13.6,-9.19E+18,91.229.143.168,NO,-,-,Chrome 86.0.4202,desktop,TRUE
59:13.8,-4.32E+18,162.223.145.116,GB,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
59:13.9,-3.26E+18,10.2.212.148,SI,-,-,Android 2.3.3.2672,mobile,TRUE
59:14.3,-4.32E+18,170.39.77.234,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
59:15.8,-4.32E+18,158.149.54.134,NO,-,-,Chrome 86.0.4202,desktop,FALSE
59:16.0,2.67E+18,51.174.99.209,NO,Rogaland,Stavanger,Chrome Mobile WebView 87.0.4280.2259,tablet,FALSE
59:16.1,-8.29E+17,23.137.225.40,US,-,-,Chrome Mobile 48.0.2564,mobile,TRUE
59:16.6,-4.32E+18,185.19.118.97,PL,Lódz Voivodeship,Reczno,Chrome Mobile 81.0.4044.1943,mobile,FALSE
59:16.7,-4.32E+18,10.0.68.244,NO,Innlandet,Raufoss,Firefox 20.0.0.1618,mobile,FALSE
59:16.8,6.66E+18,109.247.144.80,NO,Agder,Mandal,Opera Mobile 52.1.2254,mobile,FALSE
59:17.6,-4.40E+18,89.162.32.81,NO,Nordland,Glomfjord,Chrome Mobile 78.0.3904,tablet,TRUE
59:18.0,-5.01E+18,78.91.98.241,NO,Trøndelag,Trondheim,Android 2.3.3.2672,mobile,TRUE
59:20.9,-8.38E+17,10.0.71.157,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,FALSE
59:22.7,-4.32E+18,78.91.129.1,NO,-,-,Android 2.3.3.2672,mobile,FALSE
59:22.8,-4.32E+18,74.112.107.182,US,Mississippi,Rose Hill,Chrome Mobile 81.0.4044.2000,mobile,FALSE
59:23.8,-4.32E+18,190.108.99.101,BR,Minas Gerais,Barbacena,Chrome 86.0.4202,desktop,FALSE
59:24.3,-4.49E+18,109.74.177.101,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
59:24.6,2.34E+18,37.97.17.66,NO,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
59:24.9,-3.03E+18,79.161.217.78,NO,Vestfold og Telemark,Tønsberg,Edge 81.0.416,desktop,TRUE
59:25.2,-4.32E+18,10.0.3.193,ID,Aceh,Sigli,Other ,mobile,FALSE
59:25.4,4.36E+18,185.161.200.171,DE,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
59:25.7,-3.64E+17,80.211.254.146,PL,Mazovia,Warsaw,Chrome Mobile 81.0.4044.1950,mobile,FALSE
59:26.2,-7.28E+18,77.106.136.84,NO,Innlandet,Lillehammer,Chrome Mobile WebView 69.0.3497,mobile,FALSE
59:27.8,-4.32E+18,170.39.78.209,US,-,-,Firefox Mobile 48.0.0.3128.3143,mobile,FALSE
59:28.1,8.25E+18,51.174.29.7,NO,Vestland,Knarrevik,Chrome 72.0.3626.56,desktop,TRUE
59:28.9,-4.10E+18,95.81.137.249,FR,-,-,Chrome 90.0.4411,desktop,TRUE
59:29.7,6.53E+18,10.0.72.60,NO,-,-,Chrome Mobile 78.0.3904,mobile,TRUE
59:31.0,-4.32E+18,170.39.79.130,US,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
59:31.7,-4.32E+18,193.41.173.51,PL,Silesia,Wysoka Lelowska,Chrome 69.0.3497.17.19,desktop,FALSE
59:32.1,-4.32E+18,103.42.126.254,IN,West Bengal,Kolkata,Chrome Mobile WebView 80.0.3987,mobile,FALSE
59:33.3,-2.41E+18,139.164.120.67,NO,-,-,Chrome 69.0.3497.17.27,desktop,TRUE
59:34.3,-4.32E+18,84.48.188.65,NO,Oslo County,Oslo,Chrome Mobile WebView 85.0.4183,mobile,FALSE
59:34.4,-5.81E+18,109.74.179.126,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,TRUE
59:34.5,7.34E+18,10.2.225.45,IL,Southern District,Tushia,Chrome 69.0.3497.17.19,desktop,TRUE
59:35.6,5.91E+18,109.247.251.106,BR,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
59:36.0,-5.47E+18,213.162.250.249,NO,-,-,Edge 81.0.416,desktop,FALSE
59:36.7,8.25E+18,188.228.97.161,NO,-,-,Chrome 90.0.4411,desktop,TRUE
59:37.5,4.68E+18,46.250.203.111,NO,Rogaland,Haugesund,Edge 87.0.664,desktop,TRUE
59:38.2,-4.32E+18,103.95.151.24,PH,Calabarzon,Taytay,Chrome Mobile WebView 80.0.3987,mobile,FALSE
59:38.8,-5.08E+18,89.162.50.186,NO,Nordland,Mo i Rana,Chrome 90.0.4411,desktop,TRUE
59:38.9,-4.32E+18,80.203.202.176,NO,Oslo County,Oslo,Firefox 20.0.0.1618,mobile,FALSE
59:39.1,-4.32E+18,10.0.159.238,NO,Viken,Nesoddtangen,Chrome 69.0.3497.17.19,desktop,FALSE
59:40.5,-4.43E+18,178.17.182.236,BR,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
59:40.7,7.05E+18,10.0.66.97,NO,Vestland,Alversund,Android 2.3.3.2672,mobile,TRUE
59:40.8,4.25E+18,170.39.78.209,US,-,-,Firefox Mobile 48.0.0.3128.3143,mobile,FALSE
59:43.2,7.72E+18,91.240.194.247,GB,-,-,Chrome Mobile WebView 85.0.4183,mobile,FALSE
59:43.4,-4.32E+18,10.2.221.95,DK,-,-,Firefox 20.0.0.1618,mobile,FALSE
59:43.5,8.19E+18,87.248.20.131,NO,Innlandet,Gjøvik,Chrome 69.0.3497.17.19,desktop,TRUE
59:46.3,-7.69E+18,81.166.130.236,NO,Rogaland,Stavanger,Chrome Mobile WebView 85.0.4183,mobile,FALSE
59:46.3,-1.16E+18,158.149.122.181,NO,Innlandet,Folldal,Chrome 69.0.3497.17.19,desktop,TRUE
59:46.4,-4.32E+18,84.208.213.101,NO,Rogaland,Stavanger,Chrome Mobile 81.0.4044.1943,mobile,FALSE
59:46.5,3.84E+18,10.0.160.7,NO,Agder,Kristiansand,Chrome 69.0.3497.17.19,desktop,TRUE
59:47.0,-4.32E+18,79.99.4.128,GB,-,-,Edge Mobile 46.1.2,mobile,FALSE
59:47.6,6.42E+18,79.160.77.147,NO,Viken,Lierskogen,Android 2.0.0.2417,mobile,TRUE
59:47.9,-4.32E+18,158.248.60.121,NO,Agder,Kristiansand,Firefox 20.0.0.1673,mobile,FALSE
59:48.1,8.66E+18,10.0.64.59,NO,Oslo County,Oslo,Android 2.3.3.2672,mobile,FALSE
59:48.2,-5.17E+18,156.0.255.143,NG,-,-,Chrome 69.0.3497.17.19,desktop,TRUE
59:48.4,-8.90E+18,66.68.10.18,US,Texas,Cedar Park,MiuiBrowser 12.6.5,mobile,TRUE
59:48.5,5.64E+17,10.0.68.160,NO,Oslo County,Oslo,Android 2.3.3.2672,mobile,TRUE
59:48.8,-4.32E+18,158.248.60.121,NO,Agder,Kristiansand,AwarioSmartBot 1.0,tablet,FALSE
59:49.4,-4.32E+18,10.2.225.47,BD,Chittagong,Begumganj,Chrome 69.0.3497.17.19,desktop,FALSE
59:49.5,3.51E+18,84.210.50.3,NO,Viken,Moss,Chrome 79.0.3945.192.203,desktop,TRUE
59:49.6,-4.32E+18,10.0.95.34,IN,Madhya Pradesh,Mandla,Firefox 20.0.0.1618,mobile,FALSE
59:49.9,7.79E+18,81.167.206.243,NO,Rogaland,Haugesund,Firefox 20.0.0.1727,mobile,TRUE
59:50.1,-4.32E+18,37.247.209.241,PL,Mazovia,Warsaw,Chrome Mobile 81.0.4044.2000,mobile,FALSE
59:50.3,-4.32E+18,10.0.4.53,NO,Oslo County,Oslo,Chrome 69.0.3497.17.19,desktop,FALSE
59:51.3,-7.28E+18,77.106.136.84,NO,Innlandet,Lillehammer,Chrome Mobile WebView 69.0.3497,mobile,FALSE
59:51.6,-2.79E+18,51.175.153.66,NO,Oslo County,Oslo,Chrome 72.0.3626,desktop,TRUE
59:51.7,-4.32E+18,156.52.54.27,NO,Viken,Gressvik,Chrome 85.0.4163,desktop,FALSE
59:51.8,-8.79E+18,92.221.46.140,NO,Rogaland,Algard,Mobile Safari UI/WKWebView ,tablet,FALSE
59:52.0,-4.32E+18,170.39.78.177,US,-,-,Chrome Mobile 81.0.4044.1931,mobile,FALSE
59:52.2,-1.18E+18,10.0.77.226,NO,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
59:53.1,-4.52E+18,80.203.135.134,NO,Vestfold og Telemark,Tønsberg,Chrome Mobile iOS 71.0.3578,tablet,TRUE
59:53.3,3.20E+17,92.221.216.120,NO,Vestland,Bergen,Chrome 86.0.4202,desktop,TRUE
59:53.6,-9.56E+17,92.220.18.236,NO,Oslo County,Oslo,Chrome 72.0.3626.56,desktop,TRUE
59:55.0,-4.32E+18,91.90.43.58,NO,Oslo County,Oslo,Firefox 20.0.0.1618,tablet,FALSE
59:55.7,3.50E+17,91.196.111.177,PL,Warmia-Masuria,Bartoszyce,Chrome Mobile 81.0.4044.1989,mobile,FALSE
59:56.8,4.36E+18,194.35.189.62,DE,-,-,Chrome Mobile WebView 85.0.4183,mobile,TRUE
59:57.7,-4.32E+18,188.228.20.199,NO,-,-,Chrome Mobile iOS 34.0.1847,mobile,FALSE
